group	OL_type	Matsliah_type	Schlegel_type	hemibrain_type	OL	Matsliah	Schlegel_L	Schlegel_R	matched as	URL	OL_transmitter_pred	FW_transmitter_pred	Notes
VPN	aMe13	NA	aMe13	aMe13	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe13.json	unclear	acetylcholine	NA
VPN	aMe15	NA	aMe15	aMe15	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe15.json	unclear	acetylcholine	NA
VPN	aMe20	NA	aMe20	aMe20	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe20.json	unclear	acetylcholine	NA
VPN	aMe23	NA	DN1-l	aMe23	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe23.json	unclear	glutamate	NA
VPN	aMe25	NA	aMe25	aMe25	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe25.json	unclear	glutamate	NA
VPN	aMe26	NA	aMe26	aMe26	3	NA	3	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe26.json	acetylcholine	acetylcholine	NA
VPN	aMe3	NA	aMe3	aMe3	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe3.json	glutamate	unclear	NA
VPN	aMe5	NA	aMe5	aMe5	17	NA	27	28	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe5.json	acetylcholine	acetylcholine	NA
VPN	aMe6a	NA	aMe6a	aMe6a	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe6a.json	acetylcholine	acetylcholine	NA
VPN	aMe8	NA	aMe8	aMe8	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe8.json	acetylcholine	acetylcholine	NA
VPN	aMe9	NA	aMe9	aMe9	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe9.json	acetylcholine	acetylcholine	NA
VPN	AOTU045	NA	LTe44	AOTU045	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/AOTU045.json	unclear	glutamate	NA
VPN	AOTU056	NA	CB1558	"AOTU055,AOTU056,AOTU057,AOTU058"	4	NA	3	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/AOTU056.json	unclear	gaba	NA
VPN	CL125	NA	LMTe01	CL125	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/CL125.json	unclear	glutamate	NA
VPN	dCal1	NA	LPT45_dCal1	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/dCal1.json	gaba	gaba	NA
VPN	H1	NA	H1	H1	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/H1.json	glutamate	unclear	NA
VPN	H2	NA	H2	H2	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/H2.json	acetylcholine	acetylcholine	NA
VPN	HS4	NA	LPT04_HST	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/HS4.json	unclear	acetylcholine	NA
VPN	HSE	NA	HSE	HSE	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/HSE.json	acetylcholine	acetylcholine	NA
VPN	HSN	NA	HSN	HSN	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/HSN.json	acetylcholine	acetylcholine	NA
VPN	HSS	NA	HSS	HSS	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/HSS.json	acetylcholine	acetylcholine	NA
VPN	l-LNv	NA	l-LNv	l-LNv	4	NA	4	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/l-LNv.json	unclear	serotonin	NA
VPN	LC10a	NA	LC10a	LC10	140	NA	115	119	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC10a.json	acetylcholine	acetylcholine	NA
VPN	LC10b	NA	LC10b	LC10	48	NA	40	44	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC10b.json	acetylcholine	acetylcholine	NA
VPN	LC10c-1	NA	LC10c	LC10	66	NA	101	102	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC10c-1.json	acetylcholine	acetylcholine	NA
VPN	LC10c-2	NA	LC10c	LC10	66	NA	101	102	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC10c-2.json	unclear	acetylcholine	NA
VPN	LC10d	NA	LC10d	LC10	106	NA	93	95	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC10d.json	acetylcholine	acetylcholine	NA
VPN	LC10e	NA	LC10e	LC10	48	NA	52	51	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC10e.json	acetylcholine	acetylcholine	NA
VPN	LC11	NA	LC11	LC11	75	NA	66	61	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC11.json	acetylcholine	acetylcholine	NA
VPN	LC12	NA	LC12	LC12	242	NA	198	182	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC12.json	unclear	acetylcholine	NA
VPN	LC13	NA	LC13	LC13	94	NA	75	70	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC13.json	acetylcholine	acetylcholine	NA
VPN	LC14a-1	NA	LC14a1	LC14	15	NA	15	15	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC14a-1.json	acetylcholine	acetylcholine	NA
VPN	LC14a-2	NA	LC14a2	LC14	8	NA	11	12	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC14a-2.json	acetylcholine	acetylcholine	NA
VPN	LC14b	NA	LC14b	LC14	22	NA	20	18	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC14b.json	acetylcholine	acetylcholine	NA
VPN	LC15	NA	LC15	LC15	65	NA	52	54	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC15.json	acetylcholine	acetylcholine	NA
VPN	LC16	NA	LC16	LC16	94	NA	77	74	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC16.json	acetylcholine	acetylcholine	NA
VPN	LC17	NA	LC17	LC17	175	NA	134	142	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC17.json	unclear	acetylcholine	NA
VPN	LC18	NA	LC18	LC18	104	NA	96	92	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC18.json	acetylcholine	acetylcholine	NA
VPN	LC19	NA	LC19	NA	8	NA	8	7	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC19.json	unclear	acetylcholine	NA
VPN	LC20a	NA	LC20a	LC20	30	NA	21	26	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC20a.json	acetylcholine	acetylcholine	NA
VPN	LC20b	NA	LC20b	LC20	40	NA	24	22	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC20b.json	glutamate	glutamate	NA
VPN	LC21	NA	LC21	LC21	78	NA	68	62	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC21.json	acetylcholine	acetylcholine	NA
VPN	LC22	NA	LC22	LC22	35	NA	43	46	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC22.json	acetylcholine	acetylcholine	NA
VPN	LC23	NA	LCe07	NA	6	NA	6	6	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC23.json	unclear	acetylcholine	NA
VPN	LC24	NA	LC24	LC24	54	NA	40	35	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC24.json	acetylcholine	acetylcholine	NA
VPN	LC25	NA	LC25	LC25	27	NA	32	28	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC25.json	glutamate	glutamate	NA
VPN	LC26	NA	LC26	LC26	37	NA	26	31	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC26.json	unclear	acetylcholine	NA
VPN	LC27	NA	LC27	LC27	23	NA	18	19	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC27.json	acetylcholine	acetylcholine	NA
VPN	LC28	NA	LC28a	"LC28a,LC28b"	31	NA	19	26	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC28.json	acetylcholine	acetylcholine	NA
VPN	LC29	NA	LC29	LC29	19	NA	22	23	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC29.json	acetylcholine	acetylcholine	NA
VPN	LC30	NA	LCe02	"LC25,LC26,LC26,LC25,LC24"	30	NA	25	28	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC30.json	acetylcholine	acetylcholine	NA
VPN	LC31a	NA	LC31a	LC31	16	NA	18	17	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC31a.json	acetylcholine	acetylcholine	NA
VPN	LC31b	NA	LC31b+LC31c	NA	6	NA	6	6	1-to-2	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC31b.json	unclear	acetylcholine	NA
VPN	LC33	NA	LC33	"LC33a,LC33b"	16	NA	13	14	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC33.json	glutamate	glutamate	NA
VPN	LC34	NA	LC34	LC34	6	NA	7	7	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC34.json	acetylcholine	acetylcholine	NA
VPN	LC36	NA	LC36	LC36	16	NA	18	17	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC36.json	acetylcholine	acetylcholine	NA
VPN	LC37	NA	LC37	"LC37a,LC37b"	8	NA	9	9	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC37.json	glutamate	glutamate	NA
VPN	LC39	NA	LC39	LC39	3	NA	4	4	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC39.json	glutamate	glutamate	NA
VPN	LC4	NA	LC4	LC4	55	NA	54	50	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC4.json	acetylcholine	acetylcholine	NA
VPN	LC40	NA	LC40	"LC40a,LC40b"	15	NA	19	18	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC40.json	acetylcholine	acetylcholine	NA
VPN	LC41	NA	LC41	LC41	6	NA	6	6	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC41.json	acetylcholine	acetylcholine	NA
VPN	LC43	NA	LC43	LC43	6	NA	6	6	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC43.json	unclear	acetylcholine	NA
VPN	LC44	NA	LC44	LC44	3	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC44.json	acetylcholine	acetylcholine	NA
VPN	LC46b	NA	LC46	"LC46a,LC46b"	5	NA	7	7	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC46b.json	acetylcholine	acetylcholine	NA
VPN	LC6	NA	LC6	LC6	65	NA	65	60	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC6.json	acetylcholine	acetylcholine	NA
VPN	LC9	NA	LC9	LC9	115	NA	87	92	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LC9.json	acetylcholine	acetylcholine	NA
VPN	LLPC1	NA	LLPC1	LLPC1	142	NA	106	113	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LLPC1.json	acetylcholine	acetylcholine	NA
VPN	LLPC2	NA	LLPC2	"LLPC2a,LLPC2b,LLPC2c,LLPC2d"	125	NA	120	115	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LLPC2.json	acetylcholine	acetylcholine	NA
VPN	LLPC3	NA	LLPC3	LLPC3	112	NA	102	102	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LLPC3.json	acetylcholine	acetylcholine	NA
VPN	LLPC4	NA	LLPC4	NA	3	NA	3	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LLPC4.json	acetylcholine	acetylcholine	NA
VPN	LoVP1	NA	LCe01b	"LC25,LC25,LC26,LC24"	27	NA	22	23	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP1.json	glutamate	glutamate	NA
VPN	LoVP10	NA	LC45	"LC45a,LC45b"	9	NA	12	12	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP10.json	unclear	acetylcholine	NA
VPN	LoVP100	NA	LTe51	PLP091	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP100.json	unclear	acetylcholine	NA
VPN	LoVP101	NA	LTe21	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP101.json	unclear	acetylcholine	NA
VPN	LoVP102	NA	LTe26	hb1222778569	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP102.json	unclear	acetylcholine	NA
VPN	LoVP103	NA	LTe01	"hb1261220600,hb1261220527"	1	NA	3	2	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP103.json	acetylcholine	acetylcholine	NA
VPN	LoVP104	NA	LC35	LC35	1	NA	4	4	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP104.json	acetylcholine	acetylcholine	NA
VPN	LoVP105	NA	NA	NA	1	NA	NA	NA	unmatched	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP105.json	unclear	NA	NA
VPN	LoVP106	NA	LTe08	hb884464419	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP106.json	acetylcholine	acetylcholine	NA
VPN	LoVP107	NA	LTe16	hb1069607310	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP107.json	unclear	acetylcholine	NA
VPN	LoVP108	NA	cL07	NA	2	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP108.json	gaba	unclear	NA
VPN	LoVP11	NA	LC45	"LC45a,LC45b"	4	NA	12	12	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP11.json	unclear	acetylcholine	NA
VPN	LoVP12	NA	LCe04	LC9	19	NA	19	18	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP12.json	unclear	acetylcholine	NA
VPN	LoVP13	NA	LCe03	NA	24	NA	12	25	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP13.json	glutamate	glutamate	NA
VPN	LoVP14	NA	LT57	LT57	9	NA	11	11	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP14.json	acetylcholine	acetylcholine	NA
VPN	LoVP15	NA	LC35	LC35	5	NA	4	4	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP15.json	acetylcholine	acetylcholine	NA
VPN	LoVP16	NA	LTe58	PLP153	5	NA	6	6	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP16.json	acetylcholine	acetylcholine	NA
VPN	LoVP17	NA	LTe38a	PLP152	4	NA	4	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP17.json	acetylcholine	acetylcholine	NA
VPN	LoVP18	NA	LTe64	"PS105,PLP105"	6	NA	8	8	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP18.json	acetylcholine	acetylcholine	NA
VPN	LoVP19	NA	"LTe49a,b,d,e,f"	IB085	1	NA	NA	NA	6-to-6	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP19.json	unclear	acetylcholine	NA
VPN	LoVP2	NA	LCe01a	"LC25,LC26,LC24"	23	NA	10	12	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP2.json	glutamate	glutamate	NA
VPN	LoVP20	NA	"LTe49a,b,d,e,f"	IB085	1	NA	NA	NA	6-to-6	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP20.json	unclear	acetylcholine	NA
VPN	LoVP21	NA	"LTe49a,b,d,e,f"	IB085	2	NA	NA	NA	6-to-6	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP21.json	unclear	acetylcholine	NA
VPN	LoVP22	NA	"LTe49a,b,d,e,f"	IB085	2	NA	NA	NA	6-to-6	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP22.json	unclear	acetylcholine	NA
VPN	LoVP23	NA	"LTe49a,b,d,e,f"	IB085	3	NA	NA	NA	6-to-6	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP23.json	unclear	acetylcholine	NA
VPN	LoVP24	NA	LTe61+LTe49c	NA	4	NA	4	4	1-to-2	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP24.json	unclear	acetylcholine	NA
VPN	LoVP25	NA	LTe66	PS273	3	NA	4	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP25.json	unclear	acetylcholine	NA
VPN	LoVP26	NA	LTe65	"PS179,PS273"	6	NA	3	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP26.json	unclear	acetylcholine	NA
VPN	LoVP27	NA	"LTe49a,b,d,e,f"	IB085	5	NA	NA	NA	6-to-6	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP27.json	acetylcholine	acetylcholine	NA
VPN	LoVP28	NA	LTe48	IB019	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP28.json	unclear	acetylcholine	NA
VPN	LoVP29	NA	LTe27	hb1561351296	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP29.json	unclear	gaba	NA
VPN	LoVP3	NA	LCe08	"hb945156049,hb1006199303,hb852055612,hb914139161,hb1190707430"	6	NA	1	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP3.json	unclear	glutamate	NA
VPN	LoVP30	NA	LTe07	hb1313879738	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP30.json	unclear	glutamate	NA
VPN	LoVP31	NA	NA	NA	1	NA	NA	NA	unmatched	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP31.json	unclear	NA	NA
VPN	LoVP32	NA	LTe01	"hb1261220600,hb1261220527"	2	NA	3	2	2-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP32.json	acetylcholine	acetylcholine	NA
VPN	LoVP33	NA	LTe63	PS104	3	NA	3	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP33.json	unclear	gaba	NA
VPN	LoVP34	NA	LTe28	hb883418989	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP34.json	unclear	acetylcholine	NA
VPN	LoVP35	NA	LTe05	hb944836835	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP35.json	unclear	acetylcholine	NA
VPN	LoVP36	NA	LTe53	PLP118	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP36.json	glutamate	glutamate	NA
VPN	LoVP37	NA	PLP215	PLP215	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP37.json	unclear	glutamate	NA
VPN	LoVP38	NA	LTe50	PLP070	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP38.json	glutamate	glutamate	NA
VPN	LoVP39	NA	LTe54	PLP125	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP39.json	unclear	acetylcholine	NA
VPN	LoVP4	NA	LC28b	"LC28a,LC28b"	5	NA	28	30	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP4.json	unclear	acetylcholine	NA
VPN	LoVP40	NA	LTe46	CL284	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP40.json	glutamate	glutamate	NA
VPN	LoVP41	NA	LTe04	hb1596811105	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP41.json	acetylcholine	acetylcholine	NA
VPN	LoVP42	NA	LTe25	hb697882667	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP42.json	acetylcholine	acetylcholine	NA
VPN	LoVP43	NA	LTe55	PLP126	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP43.json	unclear	acetylcholine	NA
VPN	LoVP44	NA	LTe57	PLP147	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP44.json	unclear	acetylcholine	NA
VPN	LoVP45	NA	LTe60	PLP212	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP45.json	glutamate	glutamate	NA
VPN	LoVP46	NA	LTe22	hb1159944202	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP46.json	glutamate	glutamate	NA
VPN	LoVP47	NA	LTe17	hb1252116913	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP47.json	glutamate	glutamate	NA
VPN	LoVP48	NA	LTe31	hb5813133355	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP48.json	acetylcholine	acetylcholine	NA
VPN	LoVP49	NA	LTe15	NA	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP49.json	acetylcholine	acetylcholine	NA
VPN	LoVP5	NA	LC28b	"LC28a,LC28b"	12	NA	28	30	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP5.json	acetylcholine	acetylcholine	NA
VPN	LoVP50	NA	"LT53,PLP098"	NA	4	NA	4	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LoVP50.json	acetylcholine	acetylcholine	NA
